59.794,56.882,0.655,10.251,35.308,0,0,4
60.381,55.264,0.777,9.651,35.501,0,0,4
58.174,61.623,0.745,9.738,35.495,0,0,4
64.028,59.382,0.916,10.53,35.592,0,4,4
67.089,54.778,1.175,11.335,35.755,0,4,4
71.248,55.283,1.448,12.415,36.015,0,4,4
75.076,56.952,1.706,13.533,36.107,0,4,4
76.677,51.449,1.783,13.554,36.3,0,4,4
78.547,54.096,1.829,13.804,36.312,0,4,4
80.59,50.052,1.906,14.477,36.321,0,4,4
84.951,43.556,1.879,14.631,36.355,0,4,4
86.789,43.464,2.04,14.89,36.526,0,4,4
87.814,45.384,2.047,15.84,36.465,0,4,4
91.269,46.451,2.226,16.336,36.397,0,4,4
95.103,43.325,2.139,16.71,36.403,0,4,4
96.813,44.822,2.232,17.144,36.519,0,4,4
99.692,40.918,2.273,17.14,36.227,0,4,4
100.562,45.787,2.352,16.773,36.383,0,4,4
100.918,44.449,2.631,17.564,36.548,0,4,4
101.926,46.295,2.707,18.037,36.668,0,4,4
102.717,50.797,2.951,18.152,36.659,0,4,4
102.997,46.114,2.985,18.367,36.733,0,4,4
103.789,40.911,2.855,19.121,36.722,0,4,4
104.675,39.582,2.918,19.293,36.663,0,4,4
103.695,39.202,2.731,18.177,36.482,0,4,4
106.007,35.164,2.811,19.444,36.414,0,4,4
104.629,33.468,2.722,18.832,36.521,0,4,4
102.337,40.004,2.686,18.062,36.511,0,4,4
100.248,45.437,2.739,17.644,36.485,0,4,4
97.356,50.964,2.641,17.669,36.545,0,4,4
95.645,43.0,2.607,17.435,36.615,0,4,4
96.061,44.669,2.642,17.269,36.491,0,4,4
94.438,46.536,2.558,16.803,36.367,0,4,4
92.494,47.137,2.362,16.483,36.375,0,4,4
92.035,49.695,2.352,16.33,36.428,0,4,4
91.017,50.71,2.288,15.948,36.342,0,4,4
89.736,48.274,2.282,15.664,36.445,0,4,4
89.893,44.796,2.123,15.682,36.428,0,4,4
88.095,46.939,2.098,15.69,36.233,0,4,4
85.566,49.25,2.043,15.51,36.04,0,4,4
85.249,51.662,1.939,15.211,36.086,0,0,4
85.605,50.173,1.907,15.338,36.063,0,0,4
82.546,48.983,1.819,14.583,36.17,0,0,4
83.084,49.172,1.772,14.558,36.182,0,0,4
83.185,50.099,1.815,14.937,36.194,0,0,4
82.9,50.326,1.813,14.491,36.151,0,0,4
80.671,51.77,1.691,14.694,36.087,0,0,4
81.067,53.297,1.687,14.434,36.033,0,0,4
80.896,52.169,1.693,14.262,35.896,0,0,4
80.706,51.818,1.553,13.435,36.08,0,0,4
79.502,57.989,1.498,13.353,36.067,0,0,4
78.659,51.992,1.502,13.066,35.923,0,0,4
78.01,51.718,1.424,13.244,36.018,0,0,4
77.323,49.513,1.547,13.058,35.831,0,0,4
76.572,46.965,1.564,12.973,35.829,0,0,4
75.505,46.839,1.551,13.134,35.729,0,0,4
74.431,47.845,1.464,13.278,35.757,0,0,4
72.829,49.893,1.535,13.169,35.8,0,0,4
72.25,51.796,1.428,13.167,35.701,0,0,4
69.604,52.214,1.373,12.848,35.754,0,0,4
70.988,51.658,1.326,12.675,35.788,0,0,4
70.86,52.751,1.353,12.381,35.772,0,0,4
71.496,53.494,1.491,12.488,35.895,0,0,4
70.727,52.064,1.463,11.912,35.852,0,0,4
69.504,56.174,1.457,11.893,35.978,0,0,4
70.084,52.31,1.413,11.826,36.057,0,0,4
71.524,48.55,1.584,12.406,35.646,0,5,4
75.061,46.215,2.044,13.827,35.464,0,5,4
76.102,47.15,2.193,14.675,35.118,0,5,4
77.785,43.619,2.296,14.987,35.055,0,5,4
81.676,45.894,2.499,15.433,34.942,0,5,4
80.644,51.969,2.654,15.502,34.884,0,5,4
80.109,48.344,2.817,16.097,35.019,0,5,4
80.918,48.494,2.825,16.593,34.965,0,5,4
83.02,46.561,2.972,16.965,34.938,0,5,4
83.407,48.095,2.986,17.5,34.898,0,5,4
84.573,50.754,3.197,17.256,34.862,0,5,4
85.54,43.532,3.251,16.871,34.863,0,5,4
83.727,46.309,3.277,16.804,34.612,0,5,4
83.859,42.806,3.186,16.413,34.899,0,5,4
85.029,39.982,3.166,16.301,34.971,0,5,4
84.415,39.816,2.974,17.259,35.0,0,5,4
86.6,40.511,3.073,16.718,34.931,0,5,4
85.133,44.436,3.042,17.815,34.883,0,5,4
83.067,43.163,3.022,17.344,34.856,0,5,4
83.583,42.672,3.205,17.548,34.765,0,5,4
81.853,43.648,3.071,17.624,34.622,0,5,4
80.102,41.078,3.094,16.976,34.703,0,5,4
80.662,42.917,3.047,16.858,34.895,0,5,4
81.124,41.832,2.882,15.961,34.861,0,5,4
80.718,45.9,2.8,16.049,34.959,0,5,4
79.856,47.907,2.71,15.151,34.802,0,5,4
80.078,48.337,2.598,15.01,34.897,0,5,4
78.637,46.197,2.536,14.886,34.961,0,5,4
78.169,42.557,2.434,14.669,35.102,0,5,4
77.241,41.109,2.446,14.134,35.192,0,5,4
76.346,39.808,2.351,14.0,35.233,0,5,4
76.838,39.528,2.239,13.904,35.181,0,5,4
76.119,45.239,2.225,13.921,35.083,0,5,4
75.24,45.073,2.121,13.539,35.181,0,5,4
74.353,44.502,1.989,13.071,35.182,0,5,4
71.873,46.173,2.046,13.627,35.363,0,5,4
71.934,47.687,2.163,13.375,35.431,0,5,4
70.574,47.405,2.126,13.632,35.321,0,5,4
70.263,49.277,1.973,13.646,35.333,0,5,4
71.809,48.362,1.972,13.557,35.183,0,0,4
70.417,47.577,1.911,13.548,35.188,0,0,4
70.291,49.313,1.826,13.255,35.193,0,0,4
68.251,51.592,1.715,13.149,35.187,0,0,4
68.499,51.287,1.739,13.178,35.101,0,0,4
67.446,49.258,1.653,12.247,35.268,0,0,4
66.568,46.094,1.542,12.477,35.245,0,0,4
66.264,45.299,1.581,12.509,35.261,0,0,4
66.537,43.72,1.641,12.686,35.272,0,0,4
67.447,49.386,1.585,12.469,35.335,0,0,4
67.246,46.352,1.57,12.456,35.426,0,0,4
68.184,41.334,1.625,12.335,35.471,0,0,4
67.085,48.335,1.658,12.571,35.479,0,0,4
66.809,50.897,1.67,12.256,35.499,0,0,4
